filename,width,height,class,xmin,ymin,xmax,ymax
e492_jpg.rf.3d41294708a7f87bb02ae2ef0f4325d3.jpg,640,640,0,426,157,508,293
e492_jpg.rf.3d41294708a7f87bb02ae2ef0f4325d3.jpg,640,640,0,404,294,515,529
e492_jpg.rf.3d41294708a7f87bb02ae2ef0f4325d3.jpg,640,640,0,505,272,619,510
IMG_6502_jpg.rf.3d0946cc4d005779128fdf6680a579ec.jpg,640,640,1,146,160,299,505
IMG_6502_jpg.rf.3d0946cc4d005779128fdf6680a579ec.jpg,640,640,1,305,181,390,440
38_jpg.rf.3ca4432f775616c0160bf1d74821a16e.jpg,640,640,1,207,271,320,478
IMG_20220516_141234_jpg.rf.3d0ef465e2fabc41453a6f3f93cca1b7.jpg,640,640,0,52,52,425,294
IMG_20220516_141234_jpg.rf.3d0ef465e2fabc41453a6f3f93cca1b7.jpg,640,640,1,357,80,605,242
IMG_20220516_141234_jpg.rf.3d0ef465e2fabc41453a6f3f93cca1b7.jpg,640,640,1,229,22,352,112
IMG_20220516_141234_jpg.rf.3d0ef465e2fabc41453a6f3f93cca1b7.jpg,640,640,0,68,0,188,92
IMG-20241227-WA0006_jpg.rf.3d87f55b790d67aff1ed33156a813f49.jpg,640,640,1,360,180,459,365
IMG-20241227-WA0006_jpg.rf.3d87f55b790d67aff1ed33156a813f49.jpg,640,640,0,140,170,253,332
20220620_122739-0-1-_jpg.rf.3cc9dadcd7ee8165858dfd789d849000.jpg,640,640,1,228,476,304,578
20220620_122739-0-1-_jpg.rf.3cc9dadcd7ee8165858dfd789d849000.jpg,640,640,0,530,457,592,557
20220620_122739-0-1-_jpg.rf.3cc9dadcd7ee8165858dfd789d849000.jpg,640,640,1,334,437,426,566
20220620_122739-0-1-_jpg.rf.3cc9dadcd7ee8165858dfd789d849000.jpg,640,640,0,153,413,236,578
20220622_185507_jpg.rf.3a8ffc529869dda783b7d66887913d25.jpg,640,640,1,153,190,339,627
20220622_185507_jpg.rf.3a8ffc529869dda783b7d66887913d25.jpg,640,640,1,349,222,530,640
20220622_185507_jpg.rf.3a8ffc529869dda783b7d66887913d25.jpg,640,640,0,313,111,430,294
Suasana-Ujian-Tengah-Semester-Ganjil-2022-2023_-Ada-yang-menggunakan-jurus-dapat-nilai-A__mp4-75_jpg.rf.3bf6af9032df487724b15c4df1a37234.jpg,640,640,0,237,159,552,610
IMG-20241227-WA0193_jpg.rf.3dbf8896e472b459972ab97c279db385.jpg,640,640,0,529,239,625,413
IMG-20241227-WA0193_jpg.rf.3dbf8896e472b459972ab97c279db385.jpg,640,640,0,116,229,257,417
20220620_122737-1-_jpg.rf.3d6a47da90dbc54e3944c0f24564db13.jpg,640,640,1,339,97,407,333
20220620_122737-1-_jpg.rf.3d6a47da90dbc54e3944c0f24564db13.jpg,640,640,1,177,91,253,251
20220620_122737-1-_jpg.rf.3d6a47da90dbc54e3944c0f24564db13.jpg,640,640,1,39,85,109,232
20220620_122737-1-_jpg.rf.3d6a47da90dbc54e3944c0f24564db13.jpg,640,640,0,308,75,339,232
IMG_20220622_174403_jpg.rf.3c40446980d3e3dbde8b26613362ebb3.jpg,640,640,1,114,272,358,555
IMG_20220622_174403_jpg.rf.3c40446980d3e3dbde8b26613362ebb3.jpg,640,640,0,67,223,192,359
IMG_20220622_174403_jpg.rf.3c40446980d3e3dbde8b26613362ebb3.jpg,640,640,0,180,200,260,287
IMG_20220622_174403_jpg.rf.3c40446980d3e3dbde8b26613362ebb3.jpg,640,640,1,242,258,369,389
IMG_20220622_174403_jpg.rf.3c40446980d3e3dbde8b26613362ebb3.jpg,640,640,0,274,219,353,295
IMG_6389_jpg.rf.3e62c7d17e6bb7fddb10dd5f99bdb3d3.jpg,640,640,1,293,116,443,349
IMG_6389_jpg.rf.3e62c7d17e6bb7fddb10dd5f99bdb3d3.jpg,640,640,0,195,151,301,320
5_jpg.rf.3cc03bec91ce87d257cae02e833c5bef.jpg,640,640,0,118,188,411,622
IMG-20241227-WA0121_jpg.rf.3ca12e7c163ad76b3bb3c28ad3413185.jpg,640,640,0,50,205,244,461
IMG-20241227-WA0121_jpg.rf.3ca12e7c163ad76b3bb3c28ad3413185.jpg,640,640,0,391,121,640,389
e454_jpg.rf.3ed271c5f0e0674ca8e30e1b4ac205b6.jpg,640,640,0,128,199,201,320
e454_jpg.rf.3ed271c5f0e0674ca8e30e1b4ac205b6.jpg,640,640,0,16,332,145,601
e454_jpg.rf.3ed271c5f0e0674ca8e30e1b4ac205b6.jpg,640,640,0,159,304,275,580
e454_jpg.rf.3ed271c5f0e0674ca8e30e1b4ac205b6.jpg,640,640,0,405,303,499,526
e454_jpg.rf.3ed271c5f0e0674ca8e30e1b4ac205b6.jpg,640,640,0,510,302,608,511
e454_jpg.rf.3ed271c5f0e0674ca8e30e1b4ac205b6.jpg,640,640,0,445,170,516,299
e454_jpg.rf.3ed271c5f0e0674ca8e30e1b4ac205b6.jpg,640,640,0,370,171,439,313
e454_jpg.rf.3ed271c5f0e0674ca8e30e1b4ac205b6.jpg,640,640,0,218,184,269,293
e454_jpg.rf.3ed271c5f0e0674ca8e30e1b4ac205b6.jpg,640,640,0,239,141,284,220
e454_jpg.rf.3ed271c5f0e0674ca8e30e1b4ac205b6.jpg,640,640,0,191,134,226,199
20220622_185711_jpg.rf.3df4068bc92b510917f889b67674c49d.jpg,640,640,1,323,377,423,543
20220622_185711_jpg.rf.3df4068bc92b510917f889b67674c49d.jpg,640,640,0,200,431,274,600
2375_jpg.rf.3eb794ecd88b989ea2fc67e2c853b258.jpg,640,640,1,369,354,455,493
e135_jpg.rf.3f515500d98ddd187eacbbb72e72b11f.jpg,640,640,1,146,228,219,400
e135_jpg.rf.3f515500d98ddd187eacbbb72e72b11f.jpg,640,640,1,48,261,127,419
e135_jpg.rf.3f515500d98ddd187eacbbb72e72b11f.jpg,640,640,1,465,205,522,347
e135_jpg.rf.3f515500d98ddd187eacbbb72e72b11f.jpg,640,640,1,434,93,479,208
e135_jpg.rf.3f515500d98ddd187eacbbb72e72b11f.jpg,640,640,1,135,91,179,197
e135_jpg.rf.3f515500d98ddd187eacbbb72e72b11f.jpg,640,640,1,196,101,240,197
e135_jpg.rf.3f515500d98ddd187eacbbb72e72b11f.jpg,640,640,0,550,230,608,364
e135_jpg.rf.3f515500d98ddd187eacbbb72e72b11f.jpg,640,640,0,181,48,217,104
e135_jpg.rf.3f515500d98ddd187eacbbb72e72b11f.jpg,640,640,0,246,49,280,121
e135_jpg.rf.3f515500d98ddd187eacbbb72e72b11f.jpg,640,640,0,389,124,435,236
IMG-20241227-WA0049_jpg.rf.3f6dabe8baaff30ed67a7aa7c2a0af90.jpg,640,640,0,344,279,495,487
e382_jpg.rf.3f449389c5ebaeae62c309b41dc19002.jpg,640,640,0,506,370,565,513
e382_jpg.rf.3f449389c5ebaeae62c309b41dc19002.jpg,640,640,0,393,299,446,439
e382_jpg.rf.3f449389c5ebaeae62c309b41dc19002.jpg,640,640,0,146,297,199,449
e382_jpg.rf.3f449389c5ebaeae62c309b41dc19002.jpg,640,640,0,40,298,96,449
e382_jpg.rf.3f449389c5ebaeae62c309b41dc19002.jpg,640,640,0,198,180,236,316
e382_jpg.rf.3f449389c5ebaeae62c309b41dc19002.jpg,640,640,0,124,176,174,292
e382_jpg.rf.3f449389c5ebaeae62c309b41dc19002.jpg,640,640,0,377,169,420,286
e382_jpg.rf.3f449389c5ebaeae62c309b41dc19002.jpg,640,640,0,411,123,436,190
e382_jpg.rf.3f449389c5ebaeae62c309b41dc19002.jpg,640,640,1,433,140,478,238
IMG-20241227-WA0055_jpg.rf.3f8bf5a8c554f6897e3e48cbac9dcf90.jpg,640,640,0,435,199,631,464
IMG-20241227-WA0055_jpg.rf.3f8bf5a8c554f6897e3e48cbac9dcf90.jpg,640,640,0,0,202,188,488
IMG-20241227-WA0170_jpg.rf.3d4bb984e15f535e14aed81f53da2769.jpg,640,640,0,157,289,243,388
IMG-20241227-WA0170_jpg.rf.3d4bb984e15f535e14aed81f53da2769.jpg,640,640,0,542,316,629,439
IMG_6399_jpg.rf.3fbe9265e4f24f130f1bf799e7ece165.jpg,640,640,0,168,249,320,520
IMG_6399_jpg.rf.3fbe9265e4f24f130f1bf799e7ece165.jpg,640,640,0,380,313,487,489
IMG_6451_jpg.rf.3e07e715fe63464eb1037503fd8b8e93.jpg,640,640,0,412,234,504,385
IMG_6451_jpg.rf.3e07e715fe63464eb1037503fd8b8e93.jpg,640,640,1,225,156,328,310
IMG-20241227-WA0129_jpg.rf.3eb88c5b77e6faef2d65d0dd97416ea9.jpg,640,640,0,2,237,228,492
IMG-20241227-WA0129_jpg.rf.3eb88c5b77e6faef2d65d0dd97416ea9.jpg,640,640,0,409,218,600,440
d35_jpg.rf.3e881da4d6a21e51aac0cce4f53298ee.jpg,640,640,0,38,29,338,529
d35_jpg.rf.3e881da4d6a21e51aac0cce4f53298ee.jpg,640,640,0,344,2,613,552
IMG-20241227-WA0151_jpg.rf.3f8e9005e2fc77183c9b83ec74fd7df5.jpg,640,640,0,436,216,533,350
IMG-20241227-WA0151_jpg.rf.3f8e9005e2fc77183c9b83ec74fd7df5.jpg,640,640,0,93,347,187,490
20220620_122739-0-1-_jpg.rf.3d8bb552ae07e861ff68e22484a53585.jpg,640,640,1,355,69,424,166
20220620_122739-0-1-_jpg.rf.3d8bb552ae07e861ff68e22484a53585.jpg,640,640,0,65,68,121,165
20220620_122739-0-1-_jpg.rf.3d8bb552ae07e861ff68e22484a53585.jpg,640,640,1,232,74,315,197
20220620_122739-0-1-_jpg.rf.3d8bb552ae07e861ff68e22484a53585.jpg,640,640,0,422,74,494,234
20220518_135635-0-_jpg.rf.40431e284f7a93db52532e2504454c7f.jpg,640,640,1,427,201,523,365
20220518_135635-0-_jpg.rf.40431e284f7a93db52532e2504454c7f.jpg,640,640,1,290,236,394,408
20220518_135635-0-_jpg.rf.40431e284f7a93db52532e2504454c7f.jpg,640,640,0,0,316,78,525
20220518_135635-0-_jpg.rf.40431e284f7a93db52532e2504454c7f.jpg,640,640,0,228,252,301,369
IMG_6480_jpg.rf.3e33cd5888f3f2fc9568336733cfb183.jpg,640,640,1,283,181,483,499
IMG_6480_jpg.rf.3e33cd5888f3f2fc9568336733cfb183.jpg,640,640,1,158,218,337,501
e454_jpg.rf.3b7b3690180873f9972956c92fff735f.jpg,640,640,0,438,219,529,350
e454_jpg.rf.3b7b3690180873f9972956c92fff735f.jpg,640,640,0,448,359,618,640
e454_jpg.rf.3b7b3690180873f9972956c92fff735f.jpg,640,640,0,324,312,481,602
e454_jpg.rf.3b7b3690180873f9972956c92fff735f.jpg,640,640,0,112,276,239,510
e454_jpg.rf.3b7b3690180873f9972956c92fff735f.jpg,640,640,0,6,257,135,479
e454_jpg.rf.3b7b3690180873f9972956c92fff735f.jpg,640,640,0,130,141,221,280
e454_jpg.rf.3b7b3690180873f9972956c92fff735f.jpg,640,640,0,204,155,294,305
e454_jpg.rf.3b7b3690180873f9972956c92fff735f.jpg,640,640,0,376,194,443,309
e454_jpg.rf.3b7b3690180873f9972956c92fff735f.jpg,640,640,0,372,149,428,234
e454_jpg.rf.3b7b3690180873f9972956c92fff735f.jpg,640,640,0,432,152,477,221
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,1,334,334,393,424
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,1,274,356,331,451
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,112,351,166,436
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,1,0,319,65,415
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,526,314,555,361
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,437,321,476,375
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,440,319,473,381
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,288,286,319,339
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,175,305,209,365
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,99,309,132,371
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,158,289,182,324
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,213,296,234,340
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,188,269,214,310
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,1,254,281,288,317
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,490,348,547,431
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,327,289,361,338
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,416,311,448,351
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,0,480,317,514,359
IMG_6298_jpg.rf.4056c3b8b6b9fbaeaf9c983be40bed76.jpg,640,640,1,561,341,612,421
IMG_20220516_141056_jpg.rf.3fedb5eb8be9f6d96b6bbd260af7a422.jpg,640,640,1,172,15,600,383
20220622_185704_jpg.rf.40820272f564742723de5b097c708f2b.jpg,640,640,1,144,398,260,550
20220622_185704_jpg.rf.40820272f564742723de5b097c708f2b.jpg,640,640,1,339,440,466,626
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,1,493,330,578,475
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,1,581,320,638,465
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,1,339,350,400,490
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,1,253,352,330,506
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,1,105,384,186,518
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,1,9,388,76,525
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,1,65,338,133,427
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,1,124,325,166,383
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,0,173,326,214,415
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,1,205,296,238,344
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,1,272,297,322,365
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,1,384,267,417,344
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,1,420,299,466,397
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,1,485,297,550,376
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,0,329,284,366,367
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,0,160,305,183,347
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,0,467,275,495,343
IMG_6295_jpg.rf.409c1e85265e29a84be674650a538b32.jpg,640,640,0,440,268,458,305
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,1,467,127,574,284
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,1,555,127,635,280
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,1,312,140,394,288
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,1,225,135,326,300
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,1,76,145,177,291
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,1,0,156,68,301
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,1,52,245,133,343
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,1,117,283,167,346
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,0,160,244,214,338
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,1,202,310,243,362
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,1,266,276,326,350
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,1,380,281,425,362
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,1,407,222,468,326
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,1,475,230,551,318
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,0,322,267,372,355
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,0,158,316,187,361
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,0,462,271,500,343
IMG_6295_jpg.rf.3fd379d9d6304cfe70acec429882f222.jpg,640,640,0,441,314,464,353
875_jpg.rf.3a690c4ca433b8b5594eeab21e1d3011.jpg,640,640,0,242,93,383,490
e457_jpg.rf.409d0d2f49657a860f4ccef7b92aa0a2.jpg,640,640,0,20,334,141,581
e457_jpg.rf.409d0d2f49657a860f4ccef7b92aa0a2.jpg,640,640,0,144,285,266,558
e457_jpg.rf.409d0d2f49657a860f4ccef7b92aa0a2.jpg,640,640,0,121,174,196,310
e457_jpg.rf.409d0d2f49657a860f4ccef7b92aa0a2.jpg,640,640,0,200,181,265,303
e457_jpg.rf.409d0d2f49657a860f4ccef7b92aa0a2.jpg,640,640,0,363,184,436,313
e457_jpg.rf.409d0d2f49657a860f4ccef7b92aa0a2.jpg,640,640,0,441,180,514,303
e457_jpg.rf.409d0d2f49657a860f4ccef7b92aa0a2.jpg,640,640,0,400,307,500,528
e457_jpg.rf.409d0d2f49657a860f4ccef7b92aa0a2.jpg,640,640,0,509,293,602,512
good02_jpg.rf.40d304d8d9d6f34ee429b107aa78ba54.jpg,640,640,0,38,97,485,573
IMG-20241227-WA0188_jpg.rf.3fb108fc4e95a1061697a845b20b4354.jpg,640,640,0,85,244,240,446
IMG-20241227-WA0188_jpg.rf.3fb108fc4e95a1061697a845b20b4354.jpg,640,640,0,444,228,634,416
IMG_6374_jpg.rf.3f883257695ac8d2a016e6212749d767.jpg,640,640,1,246,185,480,557
IMG_6374_jpg.rf.3f883257695ac8d2a016e6212749d767.jpg,640,640,1,49,103,326,506
images-22-_jpg.rf.40fc6e044c2c3baeb4f9c00aa8504c96.jpg,640,640,0,0,0,328,595
images-22-_jpg.rf.40fc6e044c2c3baeb4f9c00aa8504c96.jpg,640,640,1,424,0,631,640
IMG-20241227-WA0057_jpg.rf.40fda42a80658fb8c1770f4274c6f5a8.jpg,640,640,0,65,233,141,364
IMG-20241227-WA0057_jpg.rf.40fda42a80658fb8c1770f4274c6f5a8.jpg,640,640,0,507,188,570,326
IMG-20241227-WA0168_jpg.rf.40d0c61219fc454a4c2481ecd70a7528.jpg,640,640,1,105,252,255,467
IMG-20241227-WA0168_jpg.rf.40d0c61219fc454a4c2481ecd70a7528.jpg,640,640,1,455,232,638,463
367_jpg.rf.3ae2e2c9da83adc3c864d15a519db150.jpg,640,640,1,305,346,480,616
images-25-_jpg.rf.3aaa9a1af197d8134d0c42baff64abee.jpg,640,640,1,107,67,291,539
images-25-_jpg.rf.3aaa9a1af197d8134d0c42baff64abee.jpg,640,640,0,295,174,573,617
IMG_20220525_171733_jpg.rf.41426bdb4e196de903e9cf53990aed95.jpg,640,640,0,469,187,613,367
IMG_20220525_171733_jpg.rf.41426bdb4e196de903e9cf53990aed95.jpg,640,640,1,386,143,517,381
IMG_20220525_171733_jpg.rf.41426bdb4e196de903e9cf53990aed95.jpg,640,640,1,245,234,349,413
